"hotel";"can";"lt";"arr_m";"arr_wn";"s_wend_n";"s_wday_n";"adults";"children";"babies";"meal";"country";"d_wl";"adr";"res_s";"arr"
"City Hotel";"1";49;"September";"38";1;2;2;0;0;"BB";"PRT";0;94.5;"Canceled";2015-09-18
"City Hotel";"1";126;"June";"25";0;2;2;0;0;"BB";"DEU";0;117;"Canceled";2017-06-23
"Resort Hotel";"0";0;"January";"3";1;0;1;0;0;"BB";"PRT";0;26;"Check-Out";2016-01-11
"Resort Hotel";"0";0;"March";"14";0;1;1;0;0;"BB";"PRT";0;43;"Check-Out";2016-03-29
"City Hotel";"1";27;"August";"32";0;1;2;0;0;"SC";"USA";0;160;"Canceled";2017-08-11
"City Hotel";"1";326;"September";"37";0;1;2;0;0;"BB";"PRT";0;60;"Canceled";2015-09-08
"City Hotel";"1";115;"March";"13";2;0;1;0;0;"BB";"PRT";22;70;"Canceled";2016-03-20
"Resort Hotel";"0";29;"May";"19";2;3;2;1;1;"HB";"PRT";0;211;"Check-Out";2017-05-12
"City Hotel";"0";1;"February";"7";0;1;2;1;0;"BB";"GBR";0;109;"Check-Out";2016-02-09
"Resort Hotel";"0";31;"May";"20";0;1;2;0;0;"BB";"ESP";0;75;"Check-Out";2016-05-10
"Resort Hotel";"0";65;"February";"8";2;5;2;0;0;"BB";"NLD";0;40.31;"Check-Out";2017-02-21
"City Hotel";"1";66;"April";"15";2;0;2;0;0;"BB";"PRT";0;100;"Canceled";2017-04-09
"City Hotel";"1";85;"April";"16";2;2;2;0;0;"BB";"NLD";0;135;"Canceled";2017-04-22
"City Hotel";"0";84;"November";"48";1;2;2;0;0;"BB";"PRT";0;64;"Check-Out";2015-11-27
"City Hotel";"0";16;"July";"31";2;2;1;0;0;"SC";"IRL";0;109.6;"Check-Out";2017-07-30
"Resort Hotel";"0";169;"March";"14";0;3;2;0;0;"BB";"GBR";0;66;"Check-Out";2016-03-31
"City Hotel";"1";21;"January";"5";1;3;3;0;0;"BB";"KOR";0;125.8;"Canceled";2017-01-30
"Resort Hotel";"0";36;"July";"30";2;5;2;0;0;"BB";"PRT";0;175.43;"Check-Out";2015-07-24
"Resort Hotel";"0";227;"September";"37";4;10;2;0;0;"BB";"GBR";0;62.9;"Check-Out";2016-09-05
"City Hotel";"1";314;"October";"42";0;3;2;0;0;"BB";"PRT";68;75;"Canceled";2016-10-12
"Resort Hotel";"0";8;"November";"48";0;1;1;0;0;"BB";"PRT";0;35;"Check-Out";2016-11-22
"Resort Hotel";"0";200;"February";"7";6;15;2;0;0;"HB";"PRT";0;66.6;"Check-Out";2017-02-17
"City Hotel";"1";65;"July";"30";0;2;2;0;0;"BB";"PRT";0;64;"Canceled";2016-07-22
"Resort Hotel";"0";52;"April";"16";2;5;2;0;0;"HB";"DEU";0;64.8;"Check-Out";2016-04-10
"City Hotel";"0";169;"June";"26";0;3;2;1;0;"BB";"FRA";0;131.7;"Check-Out";2017-06-29
"City Hotel";"0";423;"June";"24";0;3;2;0;0;"BB";"GBR";0;112.67;"Check-Out";2017-06-14
"City Hotel";"0";175;"June";"23";0;2;2;0;0;"BB";"PRT";0;130;"Check-Out";2017-06-09
"City Hotel";"0";5;"April";"16";1;3;1;0;0;"BB";"PRT";0;95;"Check-Out";2016-04-11
"City Hotel";"0";105;"July";"30";0;1;2;0;0;"SC";"DNK";0;125;"Check-Out";2017-07-29
"City Hotel";"0";51;"October";"43";0;3;2;1;0;"BB";"CHE";0;112;"Check-Out";2015-10-21
"City Hotel";"1";6;"February";"7";0;1;2;0;0;"BB";"GBR";0;108;"Canceled";2017-02-14
"City Hotel";"1";175;"May";"20";0;1;1;0;0;"BB";"PRT";0;90;"Canceled";2017-05-19
"City Hotel";"0";9;"March";"13";0;1;2;0;0;"BB";"UKR";0;118;"Check-Out";2017-03-30
"Resort Hotel";"1";251;"May";"21";2;4;2;0;0;"BB";"FRA";0;89.7;"Canceled";2017-05-21
"Resort Hotel";"0";34;"March";"11";2;5;2;0;0;"FB";"GBR";0;83.33;"Check-Out";2016-03-08
"City Hotel";"1";277;"November";"46";1;2;2;0;0;"BB";"PRT";0;100;"Canceled";2016-11-07
"City Hotel";"0";67;"March";"9";0;2;2;0;0;"BB";"ESP";0;151.2;"Check-Out";2017-03-03
"Resort Hotel";"0";14;"December";"50";1;2;2;0;0;"Undefined";"ESP";0;84;"Check-Out";2016-12-05
"City Hotel";"1";226;"June";"24";1;2;2;0;0;"BB";"PRT";0;105;"Canceled";2017-06-16
"City Hotel";"0";102;"October";"42";0;2;2;0;0;"HB";"DEU";0;109;"Check-Out";2015-10-16
"Resort Hotel";"1";107;"June";"24";2;4;2;0;0;"BB";"PRT";0;80;"Canceled";2016-06-05
"City Hotel";"0";265;"April";"17";0;4;2;0;0;"BB";"AUT";176;99;"Check-Out";2016-04-20
"City Hotel";"1";395;"March";"13";1;2;2;0;0;"BB";"PRT";0;62.8;"Canceled";2016-03-21
"City Hotel";"1";45;"March";"14";1;3;2;0;0;"BB";"FRA";0;143.65;"Canceled";2016-03-28
"Resort Hotel";"0";1;"April";"14";0;2;2;0;0;"HB";"PRT";0;140.6;"Check-Out";2017-04-07
"Resort Hotel";"0";82;"August";"31";2;5;2;0;0;"BB";"PRT";0;162.14;"Check-Out";2015-08-01
"City Hotel";"0";254;"October";"42";0;4;2;0;0;"BB";"NOR";0;92.28;"Check-Out";2016-10-12
"City Hotel";"0";320;"August";"34";0;2;2;0;0;"HB";"DEU";0;115;"Check-Out";2016-08-18
"City Hotel";"0";7;"July";"29";0;1;2;0;0;"BB";"GBR";0;159;"Check-Out";2017-07-22
"City Hotel";"0";42;"January";"3";1;3;2;2;0;"BB";"BRA";0;150.24;"Check-Out";2017-01-19
"City Hotel";"0";240;"October";"44";1;3;2;0;0;"BB";"DNK";0;90.95;"Check-Out";2016-10-27
"Resort Hotel";"0";0;"February";"7";1;0;2;0;0;"BB";"ESP";0;61;"Check-Out";2016-02-08
"City Hotel";"0";86;"March";"13";1;2;2;0;0;"BB";"GBR";0;85.5;"Check-Out";2016-03-25
"City Hotel";"1";116;"April";"15";1;3;2;0;0;"SC";"FRA";0;101.25;"Canceled";2017-04-10
"City Hotel";"1";188;"June";"25";0;2;1;0;0;"BB";"PRT";39;130;"Canceled";2016-06-15
"City Hotel";"1";94;"July";"31";1;4;2;0;0;"SC";"IRL";0;124;"Canceled";2017-07-31
"City Hotel";"0";95;"June";"25";0;3;2;0;0;"BB";"GBR";0;137.1;"Check-Out";2016-06-16
"City Hotel";"1";30;"October";"41";1;3;2;0;0;"BB";"DEU";0;152.78;"Canceled";2016-10-03
"City Hotel";"1";587;"February";"7";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2017-02-16
"City Hotel";"1";433;"September";"37";0;3;2;0;0;"BB";"PRT";0;70;"Canceled";2016-09-08
"City Hotel";"0";3;"October";"42";0;2;1;0;0;"BB";"PRT";0;154;"Check-Out";2016-10-11
"Resort Hotel";"0";0;"October";"42";0;1;2;0;0;"BB";"PRT";0;75;"Check-Out";2016-10-13
"City Hotel";"1";38;"March";"12";2;5;2;0;0;"SC";"ARG";0;80.87;"Canceled";2017-03-25
"Resort Hotel";"0";121;"October";"44";2;6;2;0;0;"BB";"EST";0;70.45;"Check-Out";2016-10-25
"City Hotel";"0";1;"April";"17";1;1;2;0;0;"SC";"USA";0;104;"Check-Out";2016-04-23
"City Hotel";"0";39;"February";"10";2;2;2;0;0;"SC";"DEU";0;72.2;"Check-Out";2016-02-28
"City Hotel";"1";22;"July";"30";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2015-07-22
"Resort Hotel";"1";126;"August";"34";1;4;3;0;0;"HB";"PRT";0;165.11;"Canceled";2015-08-17
"City Hotel";"1";174;"July";"28";2;5;2;0;0;"BB";"PRT";0;103.2;"Canceled";2017-07-15
"City Hotel";"1";55;"May";"23";1;2;1;0;0;"BB";"CHN";0;109.35;"No-Show";2016-05-30
"Resort Hotel";"0";6;"March";"11";1;2;1;0;0;"BB";"PRT";0;31.45;"Check-Out";2016-03-07
"City Hotel";"0";99;"October";"43";0;4;2;0;0;"BB";"BEL";0;118.8;"Check-Out";2016-10-19
"City Hotel";"0";23;"January";"1";2;1;2;0;0;"HB";"ITA";0;109;"Check-Out";2016-01-02
"Resort Hotel";"0";92;"October";"42";2;5;2;0;0;"BB";"GBR";0;74.91;"Check-Out";2015-10-14
"Resort Hotel";"0";24;"August";"31";1;2;2;0;0;"BB";"GBR";0;135;"Check-Out";2017-08-04
"City Hotel";"0";125;"May";"19";2;1;2;0;0;"BB";"ITA";0;114.3;"Check-Out";2016-05-07
"Resort Hotel";"0";172;"April";"17";3;5;1;0;0;"HB";"GBR";0;46.8;"Check-Out";2016-04-18
"City Hotel";"1";321;"September";"36";0;2;2;0;0;"BB";"PRT";0;62.8;"Canceled";2015-09-03
"Resort Hotel";"1";83;"May";"18";0;4;2;0;0;"HB";"DEU";0;147;"Canceled";2017-05-03
"City Hotel";"1";34;"April";"16";0;3;2;0;0;"SC";"AGO";0;100.5;"Canceled";2016-04-14
"City Hotel";"0";39;"September";"40";1;0;1;0;0;"BB";"DEU";0;129.7;"Check-Out";2016-09-25
"Resort Hotel";"0";287;"October";"42";1;3;2;0;0;"BB";"GBR";0;46.5;"Check-Out";2015-10-15
"City Hotel";"0";28;"January";"2";0;2;2;0;0;"HB";"ROU";0;97;"Check-Out";2016-01-08
"City Hotel";"0";12;"January";"3";1;1;1;0;0;"BB";"PRT";0;90;"Check-Out";2017-01-16
"City Hotel";"1";57;"June";"24";0;1;1;0;0;"HB";"PRT";0;86;"Canceled";2016-06-10
"City Hotel";"0";5;"January";"4";4;13;2;2;0;"BB";"AGO";0;223;"Check-Out";2017-01-25
"City Hotel";"1";351;"December";"52";3;7;2;0;0;"BB";"DNK";0;85.85;"Canceled";2016-12-23
"City Hotel";"1";93;"October";"42";2;1;1;0;0;"BB";"PRT";0;115;"Canceled";2016-10-15
"City Hotel";"0";37;"June";"26";2;3;3;0;0;"BB";"FRA";0;105.4;"Check-Out";2016-06-19
"City Hotel";"1";100;"May";"18";0;2;2;0;0;"BB";"PRT";18;130;"Canceled";2017-05-03
"Resort Hotel";"0";45;"August";"33";1;1;2;0;0;"BB";"ESP";0;173.25;"Check-Out";2016-08-08
"City Hotel";"0";29;"January";"1";1;3;2;0;0;"HB";"ESP";0;129.7;"Check-Out";2017-01-02
"City Hotel";"1";37;"October";"42";0;3;2;0;0;"BB";"PRT";0;105;"Canceled";2016-10-13
"Resort Hotel";"0";178;"July";"30";2;5;2;2;0;"HB";"PRT";0;210;"Check-Out";2017-07-28
"City Hotel";"1";222;"August";"35";1;5;2;0;0;"SC";"JPN";0;99;"Canceled";2017-08-28
"City Hotel";"1";157;"April";"17";1;1;2;0;0;"BB";"KOR";0;130.5;"Canceled";2017-04-29
"City Hotel";"0";19;"September";"39";1;2;2;0;0;"SC";"GBR";0;139;"Check-Out";2016-09-23
"City Hotel";"1";95;"July";"28";0;4;2;0;0;"BB";"GBR";0;127.8;"Canceled";2016-07-06
"City Hotel";"0";52;"April";"15";2;2;3;0;0;"BB";"CHN";0;175.5;"Check-Out";2017-04-14
"Resort Hotel";"0";241;"June";"26";4;10;3;1;0;"BB";"SWE";0;150.71;"Check-Out";2016-06-25
"City Hotel";"1";177;"August";"35";2;5;2;0;0;"SC";"POL";0;84.39;"Canceled";2016-08-22
"Resort Hotel";"0";77;"April";"15";0;5;2;1;0;"HB";"ESP";0;153.9;"Check-Out";2017-04-11
"City Hotel";"0";55;"September";"37";1;4;3;0;0;"BB";"GBR";0;122.4;"Check-Out";2016-09-07
"City Hotel";"0";153;"July";"29";0;4;2;0;0;"BB";"FRA";0;125.1;"Check-Out";2017-07-18
"City Hotel";"1";178;"April";"18";0;3;1;0;0;"BB";"PRT";46;110;"Canceled";2016-04-28
"City Hotel";"0";34;"October";"41";0;3;2;0;0;"BB";"FRA";0;160.2;"Check-Out";2016-10-04
"Resort Hotel";"0";115;"September";"37";1;2;2;0;0;"BB";"GBR";0;147.67;"Check-Out";2016-09-09
"City Hotel";"0";2;"January";"3";0;1;1;0;0;"BB";"PRT";0;66;"Check-Out";2016-01-14
"City Hotel";"1";396;"April";"17";0;1;2;0;0;"BB";"PRT";0;90;"Canceled";2017-04-25
"City Hotel";"0";1;"July";"31";1;1;2;0;0;"SC";"ITA";0;145;"Check-Out";2017-07-31
"City Hotel";"0";504;"August";"32";2;1;2;0;0;"BB";"USA";0;112.67;"Check-Out";2017-08-12
"Resort Hotel";"0";12;"July";"29";2;5;2;0;0;"BB";"IRL";0;206.36;"Check-Out";2016-07-11
"City Hotel";"1";125;"May";"21";2;5;2;0;0;"SC";"ROU";0;108;"Canceled";2017-05-26
"City Hotel";"0";11;"November";"49";1;2;1;0;0;"BB";"PRT";0;55;"Check-Out";2015-11-30
"Resort Hotel";"0";55;"July";"28";0;3;2;0;0;"BB";"ESP";0;82;"Check-Out";2015-07-07
"City Hotel";"0";1;"April";"16";0;1;1;0;0;"BB";"PRT";0;73.92;"Check-Out";2016-04-15
"Resort Hotel";"0";156;"July";"30";0;4;2;0;0;"BB";"CN";0;102.8;"Check-Out";2016-07-20
"City Hotel";"0";14;"March";"11";2;2;2;0;1;"BB";"FRA";0;102.43;"Check-Out";2017-03-12
"City Hotel";"0";0;"September";"40";0;1;2;0;0;"BB";"PRT";0;160;"Check-Out";2016-09-27
"City Hotel";"0";1;"January";"3";0;2;2;0;0;"BB";"FRA";0;88.2;"Check-Out";2017-01-19
"City Hotel";"0";149;"August";"32";2;4;2;1;0;"BB";"FRA";0;119;"Check-Out";2016-08-03
"City Hotel";"0";45;"November";"49";1;0;1;0;0;"BB";"PRT";0;67;"Check-Out";2016-11-28
"City Hotel";"1";68;"February";"8";0;2;2;0;0;"BB";"PRT";0;75;"Canceled";2016-02-17
"City Hotel";"0";5;"March";"10";0;1;1;0;0;"BB";"PRT";0;89;"Check-Out";2017-03-08
"Resort Hotel";"0";196;"December";"53";1;2;1;0;0;"Undefined";"PRT";0;100.25;"Check-Out";2016-12-30
"City Hotel";"1";213;"June";"24";0;3;2;0;0;"BB";"PRT";62;130;"Canceled";2016-06-07
"City Hotel";"0";149;"May";"21";0;3;2;0;0;"BB";"DEU";0;162;"Check-Out";2017-05-25
"Resort Hotel";"1";10;"April";"16";0;2;2;0;0;"BB";"ESP";0;75;"Canceled";2016-04-15
"City Hotel";"0";346;"September";"38";0;2;2;0;0;"HB";"DEU";0;115;"Check-Out";2016-09-13
"City Hotel";"1";162;"October";"42";2;2;1;0;0;"BB";"PRT";0;115;"Canceled";2016-10-14
"City Hotel";"0";229;"June";"23";2;0;2;0;0;"HB";"CN";0;172.8;"Check-Out";2017-06-04
"Resort Hotel";"0";191;"April";"17";1;2;1;0;0;"Undefined";"PRT";0;0;"Check-Out";2016-04-22
"Resort Hotel";"0";24;"November";"47";0;1;2;0;0;"BB";"PRT";0;32;"Check-Out";2015-11-21
"Resort Hotel";"0";1;"November";"45";0;1;2;0;0;"BB";"PRT";0;25;"Check-Out";2015-11-04
"Resort Hotel";"1";164;"July";"27";4;10;2;0;0;"HB";"PRT";0;105.4;"Canceled";2016-07-01
"City Hotel";"1";25;"April";"14";1;2;2;0;0;"SC";"CHN";0;108;"Canceled";2017-04-07
"City Hotel";"1";32;"February";"8";1;1;1;0;0;"BB";"PRT";0;75;"Canceled";2017-02-20
"City Hotel";"0";155;"August";"35";1;2;2;0;0;"SC";"IRL";0;85.5;"Check-Out";2016-08-26
"City Hotel";"1";101;"April";"16";0;3;2;0;0;"BB";"PRT";0;130;"Canceled";2016-04-14
"City Hotel";"0";33;"February";"7";0;2;1;0;0;"BB";"PRT";0;69.5;"Check-Out";2016-02-10
"City Hotel";"0";33;"March";"12";0;4;2;0;0;"BB";"ITA";0;81.9;"Check-Out";2016-03-15
"City Hotel";"1";346;"August";"34";0;2;2;0;0;"BB";"BEL";0;174;"Canceled";2017-08-22
"Resort Hotel";"0";0;"February";"6";0;1;1;0;0;"BB";"PRT";0;39;"Check-Out";2016-02-02
"City Hotel";"0";174;"July";"30";0;3;2;0;0;"BB";"GBR";0;115.8;"Check-Out";2016-07-21
"City Hotel";"0";504;"August";"32";2;1;2;0;0;"BB";"USA";0;112.67;"Check-Out";2017-08-12
"City Hotel";"0";4;"October";"44";1;3;1;0;0;"BB";"GRC";0;110;"Check-Out";2016-10-24
"City Hotel";"1";30;"June";"23";0;2;2;0;0;"BB";"PRT";0;140;"Canceled";2016-06-02
"City Hotel";"1";493;"August";"31";0;1;2;0;0;"BB";"PRT";0;90;"Canceled";2017-08-01
"Resort Hotel";"0";339;"October";"42";2;5;2;0;0;"BB";"GBR";150;80.81;"Check-Out";2016-10-11
"Resort Hotel";"0";57;"October";"41";2;3;2;0;0;"BB";"IRL";0;79;"Check-Out";2016-10-02
"City Hotel";"0";140;"November";"47";0;4;2;0;0;"BB";"PRT";87;75;"Check-Out";2015-11-18
"City Hotel";"0";36;"August";"32";0;2;2;0;0;"BB";"ESP";0;62;"Check-Out";2015-08-07
"City Hotel";"0";40;"July";"31";0;1;2;0;0;"HB";"PRT";0;125;"Check-Out";2016-07-26
"City Hotel";"0";13;"September";"38";0;1;2;0;0;"SC";"DEU";0;100;"Check-Out";2016-09-15
"City Hotel";"1";8;"March";"11";1;2;2;0;0;"BB";"FRA";0;124;"Canceled";2016-03-11
"City Hotel";"0";90;"May";"19";1;0;2;0;0;"BB";"GBR";0;126;"Check-Out";2017-05-08
"City Hotel";"1";88;"March";"12";0;4;2;0;0;"BB";"ITA";0;100.3;"Canceled";2017-03-22
"Resort Hotel";"0";13;"November";"45";0;1;1;0;0;"BB";"UKR";0;0;"Check-Out";2016-11-03
"Resort Hotel";"0";239;"June";"24";2;7;2;0;0;"HB";"GBR";0;106.5;"Check-Out";2016-06-07
"Resort Hotel";"1";213;"May";"21";1;1;2;0;0;"HB";"PRT";0;85;"Canceled";2016-05-16
"City Hotel";"0";59;"October";"44";0;2;2;0;0;"BB";"PRT";0;85;"Check-Out";2015-10-29
"City Hotel";"0";17;"March";"11";1;1;2;0;0;"BB";"SWE";0;233;"Check-Out";2017-03-18
"City Hotel";"0";418;"September";"40";1;2;2;0;0;"HB";"PRT";223;107;"Check-Out";2016-09-26
"City Hotel";"0";178;"July";"28";2;5;2;2;0;"HB";"DNK";0;214;"Check-Out";2017-07-13
"Resort Hotel";"1";229;"September";"40";1;4;2;0;0;"BB";"PRT";0;105.2;"Canceled";2016-09-28
"City Hotel";"0";15;"August";"36";0;4;2;0;0;"BB";"ITA";0;116;"Check-Out";2016-08-31
"City Hotel";"0";173;"February";"5";0;3;2;0;0;"SC";"GBR";0;79.2;"Check-Out";2017-02-02
"Resort Hotel";"0";65;"August";"33";1;2;2;0;0;"HB";"PRT";0;278.5;"Check-Out";2016-08-12
"City Hotel";"0";90;"December";"52";2;3;3;0;0;"BB";"ITA";0;119;"Check-Out";2016-12-24
"Resort Hotel";"0";2;"February";"5";2;5;1;0;0;"BB";"PRT";0;43.14;"Check-Out";2017-02-04
"City Hotel";"0";21;"April";"17";1;2;2;0;0;"BB";"DEU";0;175;"Check-Out";2017-04-28
"City Hotel";"1";29;"January";"3";0;3;2;0;0;"BB";"PRT";0;65;"Canceled";2017-01-18
"City Hotel";"1";166;"November";"45";0;3;1;0;0;"BB";"PRT";0;110;"Canceled";2016-11-01
"City Hotel";"0";127;"July";"31";1;3;3;0;0;"BB";"GBR";0;130.05;"Check-Out";2016-07-25
"Resort Hotel";"1";45;"December";"49";2;1;2;0;0;"Undefined";"PRT";0;68;"Canceled";2015-12-05
"City Hotel";"0";133;"April";"16";0;4;2;0;0;"BB";"ISL";0;124;"Check-Out";2017-04-19
"City Hotel";"1";147;"July";"30";0;2;2;0;0;"BB";"PRT";0;75;"Canceled";2015-07-21
"City Hotel";"0";3;"December";"49";0;3;3;0;0;"BB";"PRT";0;156.33;"Check-Out";2016-12-01
"Resort Hotel";"0";13;"May";"20";0;4;2;0;0;"BB";"PRT";0;125.5;"Check-Out";2017-05-17
"City Hotel";"0";72;"October";"44";0;3;2;0;0;"BB";"ISR";58;85.67;"Check-Out";2015-10-28
"City Hotel";"1";116;"August";"33";2;5;2;0;0;"HB";"ITA";0;183;"Canceled";2017-08-13
"Resort Hotel";"0";28;"November";"48";2;5;2;0;0;"HB";"FRA";0;52;"Check-Out";2016-11-21
"City Hotel";"1";189;"June";"22";0;2;2;0;0;"BB";"PRT";0;100;"Canceled";2017-06-02
"City Hotel";"0";142;"May";"21";0;4;2;0;0;"BB";"FRA";0;126;"Check-Out";2017-05-24
"City Hotel";"0";177;"August";"32";2;5;2;0;0;"BB";"FRA";0;99.45;"Check-Out";2016-08-02
"City Hotel";"0";86;"May";"21";1;2;2;0;0;"BB";"PRT";0;65;"Check-Out";2016-05-20
"City Hotel";"1";204;"August";"33";0;3;2;1;0;"BB";"FRA";0;138.02;"Canceled";2017-08-17
"City Hotel";"0";28;"July";"30";0;1;2;2;0;"HB";"PRT";0;277;"Check-Out";2016-07-20
"City Hotel";"0";21;"November";"45";0;2;2;0;0;"BB";"USA";0;76;"Check-Out";2015-11-05
"Resort Hotel";"1";72;"February";"6";2;1;2;0;0;"HB";"PRT";0;73.33;"Canceled";2016-02-06
"Resort Hotel";"0";49;"May";"22";0;1;2;0;0;"BB";"USA";0;105;"Check-Out";2016-05-25
"City Hotel";"0";53;"April";"14";0;2;3;0;0;"BB";"SWE";0;171;"Check-Out";2017-04-07
"City Hotel";"1";15;"January";"5";2;4;2;0;0;"BB";"CHN";0;77.88;"Canceled";2016-01-28
"City Hotel";"0";96;"October";"44";1;3;2;0;0;"BB";"CHE";0;100.13;"Check-Out";2016-10-24
"City Hotel";"0";73;"April";"15";2;1;2;1;0;"SC";"GBR";0;94;"Check-Out";2016-04-03
"Resort Hotel";"0";10;"February";"7";0;2;2;0;0;"BB";"";0;29;"Check-Out";2016-02-09
"City Hotel";"0";23;"October";"43";1;2;2;0;0;"SC";"NLD";0;119;"Check-Out";2016-10-17
"City Hotel";"0";6;"October";"42";2;0;2;0;0;"BB";"FRA";0;104;"Check-Out";2016-10-09
"City Hotel";"1";102;"April";"15";2;1;3;0;0;"BB";"ITA";0;181.5;"Canceled";2017-04-15
"City Hotel";"1";337;"June";"24";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-06-09
"Resort Hotel";"0";292;"May";"20";2;5;2;0;0;"HB";"GBR";0;72.95;"Check-Out";2017-05-15
"City Hotel";"1";329;"September";"37";2;3;2;0;0;"BB";"PRT";0;90;"Canceled";2015-09-11
"City Hotel";"1";178;"April";"18";0;3;2;0;0;"BB";"PRT";46;120;"Canceled";2016-04-28
"City Hotel";"0";33;"January";"5";1;1;1;0;0;"BB";"CHL";15;59;"Check-Out";2016-01-25
"Resort Hotel";"0";16;"February";"7";0;2;2;0;0;"BB";"ESP";0;67.5;"Check-Out";2016-02-12
"City Hotel";"0";5;"April";"15";0;2;2;0;0;"BB";"FRA";0;189;"Check-Out";2017-04-13
"City Hotel";"0";0;"October";"41";0;1;1;0;0;"BB";"ESP";0;95;"Check-Out";2016-10-05
"City Hotel";"0";17;"January";"3";1;4;2;0;0;"BB";"AUT";0;92.31;"Check-Out";2017-01-16
"Resort Hotel";"0";208;"September";"36";2;6;2;0;0;"BB";"PRT";0;123;"Check-Out";2015-09-01
"Resort Hotel";"0";3;"December";"52";1;0;1;0;0;"BB";"PRT";0;43;"Check-Out";2016-12-19
"City Hotel";"0";118;"May";"18";1;3;2;0;0;"BB";"SWE";0;126;"Check-Out";2017-05-01
"City Hotel";"0";51;"June";"27";2;1;2;0;0;"BB";"PRT";0;85.5;"Check-Out";2016-06-26
"City Hotel";"0";128;"July";"28";2;3;2;0;0;"SC";"DEU";0;96.05;"Check-Out";2016-07-08
"Resort Hotel";"1";154;"July";"28";2;0;2;0;0;"BB";"GBR";0;140;"Canceled";2017-07-09
"City Hotel";"0";28;"February";"6";2;1;2;0;0;"BB";"DEU";0;84.3;"Check-Out";2016-02-06
"Resort Hotel";"0";48;"October";"44";2;5;1;0;0;"BB";"IRL";0;44.14;"Check-Out";2016-10-29
"Resort Hotel";"0";6;"January";"2";4;10;1;0;0;"BB";"GBR";0;58;"Check-Out";2017-01-14
"Resort Hotel";"0";200;"May";"21";2;5;1;0;0;"HB";"DEU";0;49.7;"Check-Out";2017-05-21
"City Hotel";"0";35;"June";"23";1;4;2;0;0;"BB";"FRA";0;159.2;"Check-Out";2017-06-05
"City Hotel";"0";50;"July";"29";1;1;2;0;0;"HB";"FRA";0;153;"Check-Out";2017-07-17
"Resort Hotel";"1";78;"June";"25";1;5;1;2;0;"HB";"NGA";0;228;"Canceled";2017-06-20
"Resort Hotel";"0";69;"July";"27";2;4;2;0;0;"BB";"IRL";0;65.5;"Check-Out";2015-07-02
"City Hotel";"0";25;"April";"16";0;1;1;0;0;"BB";"DEU";0;120;"Check-Out";2016-04-12
"Resort Hotel";"1";83;"September";"38";2;4;3;1;0;"BB";"ESP";0;194;"Canceled";2016-09-11
"City Hotel";"0";107;"April";"15";0;1;2;0;0;"BB";"BRA";0;126;"Check-Out";2017-04-14
"City Hotel";"0";45;"February";"8";2;3;2;0;0;"BB";"ITA";0;76.5;"Check-Out";2017-02-24
"Resort Hotel";"0";2;"August";"35";0;3;2;2;0;"BB";"PRT";0;200;"Check-Out";2017-08-31
"City Hotel";"1";16;"March";"12";0;2;2;0;0;"BB";"ISR";0;109;"Canceled";2016-03-18
"City Hotel";"1";75;"March";"12";1;3;2;0;0;"BB";"PRT";0;80;"Canceled";2016-03-17
"City Hotel";"0";36;"August";"32";0;2;2;0;0;"BB";"ESP";0;62;"Check-Out";2015-08-07
"City Hotel";"0";0;"March";"10";0;1;1;0;0;"BB";"PRT";0;104;"Check-Out";2017-03-07
"City Hotel";"1";351;"October";"40";2;2;1;0;0;"BB";"PRT";0;60;"Canceled";2015-10-03
"Resort Hotel";"0";97;"May";"23";4;10;2;0;0;"BB";"IRL";0;96.9;"Check-Out";2016-05-30
"Resort Hotel";"0";139;"July";"30";2;2;2;0;0;"BB";"GBR";0;234;"Check-Out";2017-07-29
"Resort Hotel";"1";109;"April";"17";1;1;2;0;0;"BB";"PRT";0;85;"Canceled";2017-04-29
"City Hotel";"1";156;"July";"29";2;3;2;1;0;"BB";"TUR";0;111.35;"Canceled";2016-07-16
"Resort Hotel";"0";239;"September";"38";1;1;2;0;0;"HB";"FRA";0;80;"Check-Out";2015-09-19
"City Hotel";"0";32;"November";"47";0;2;1;0;0;"BB";"FRA";0;73;"Check-Out";2015-11-20
"City Hotel";"0";103;"July";"29";2;1;2;0;0;"HB";"PRT";0;94.5;"Check-Out";2015-07-18
"City Hotel";"0";3;"July";"27";0;1;2;0;0;"BB";"PRT";0;0;"Check-Out";2016-07-02
"City Hotel";"0";60;"June";"23";2;5;2;0;0;"HB";"FRA";0;231;"Check-Out";2017-06-08
"Resort Hotel";"1";270;"June";"26";4;10;2;0;0;"HB";"PRT";0;84.7;"Canceled";2017-06-25
"Resort Hotel";"0";31;"April";"17";2;4;2;0;0;"HB";"DEU";0;93;"Check-Out";2017-04-23
"City Hotel";"1";9;"September";"40";1;0;1;0;0;"BB";"PRT";0;90;"Canceled";2016-09-25
"City Hotel";"0";227;"May";"21";0;3;2;0;0;"BB";"FRA";0;125.1;"Check-Out";2017-05-24
"City Hotel";"1";286;"October";"44";0;2;2;0;0;"BB";"PRT";0;65;"Canceled";2016-10-28
"City Hotel";"0";316;"May";"22";0;3;2;0;0;"BB";"PRT";0;110;"Check-Out";2016-05-26
"City Hotel";"0";77;"March";"13";2;5;2;0;0;"BB";"CHE";0;87.31;"Check-Out";2016-03-22
